model,pair_id,biokg,drkg,none,primekg
Llama-3.3-70B,77,0.37103174603174605,0.5958333333333333,0.2571428571428571,0.46527777777777773
Llama-3.3-70B,78,0.8571428571428571,0.6851851851851851,0.25595238095238093,0.8666666666666667
Llama-3.3-70B,79,0.75,0.7708333333333334,0.4529761904761904,1.0
Llama-3.3-70B,80,1.0,0.38425925925925924,0.3680555555555555,0.8888888888888888
Llama-3.3-70B,81,0.27777777777777773,0.8518518518518517,0.22103174603174602,0.5238095238095238
Llama-3.3-70B,82,0.7416666666666667,0.7407407407407408,0.16547619047619047,0.5925925925925926
Llama-3.3-70B,83,0.8518518518518517,0.75,0.3726190476190476,0.3363095238095238
Llama-3.3-70B,84,0.7708333333333334,0.25760582010582006,0.6904761904761904,0.6722222222222222
Llama-3.3-70B,85,0.6527777777777778,0.221494708994709,0.20158730158730154,0.8055555555555555
Llama-3.3-70B,86,0.5703703703703704,1.0,0.32936507936507936,0.6944444444444443
Llama-3.3-70B,87,0.5515873015873015,0.24305555555555555,0.5138888888888888,0.3001984126984127
Llama-3.3-70B,88,0.38888888888888884,0.26686507936507936,0.19900793650793647,0.7222222222222222
Llama-3.3-70B,89,0.20992063492063487,0.1474206349206349,0.196031746031746,0.24603174603174602
Llama-3.3-70B,90,0.18769841269841267,0.7685185185185185,0.5041666666666667,1.0
Llama-3.3-70B,91,0.1625,0.29166666666666663,0.24603174603174602,1.0
Llama-3.3-70B,92,0.6722222222222222,0.6666666666666666,0.22638888888888886,0.7291666666666666
Llama-3.3-70B,93,1.0,0.8518518518518517,0.2698412698412698,1.0
Llama-3.3-70B,94,0.8518518518518517,1.0,0.16527777777777777,0.7407407407407408
Llama-3.3-70B,95,0.23769841269841266,0.5,1.0,0.7222222222222222
Llama-3.3-70B,96,0.20297619047619045,0.8518518518518517,0.2501984126984127,1.0
Llama-3.3-70B,97,0.6666666666666666,0.26388888888888884,0.6666666666666666,0.5694444444444444
Llama-3.3-70B,98,0.7708333333333334,0.42658730158730157,0.15575396825396823,0.23769841269841266
Llama-3.3-70B,99,0.29067460317460314,0.13194444444444445,0.34583333333333327,0.17817460317460312
Llama-3.3-70B,100,0.9166666666666666,1.0,0.6388888888888888,1.0
Llama-3.3-70B,101,0.31547619047619047,0.17658730158730154,0.271031746031746,0.14642857142857138
Llama-3.3-70B,102,0.7555555555555555,0.7037037037037037,0.17380952380952377,1.0
Llama-3.3-70B,103,0.8518518518518517,0.8518518518518517,0.3196428571428571,1.0
Llama-3.3-70B,104,0.16825396825396824,0.15297619047619046,0.36408730158730157,0.33055555555555555
Llama-3.3-70B,105,0.9166666666666666,0.6944444444444445,0.196031746031746,0.6444444444444445
Llama-3.3-70B,106,0.7268518518518517,0.5138888888888888,0.2988095238095238,0.7222222222222222
Llama-3.3-70B,107,0.8518518518518517,0.7685185185185185,0.39186507936507936,0.8518518518518517
Llama-3.3-70B,108,0.2922619047619047,1.0,0.1686507936507936,0.14345238095238091
Llama-3.3-70B,109,0.3531746031746031,0.3087962962962963,0.3501984126984126,1.0
Llama-3.3-70B,110,0.4138888888888889,0.8055555555555555,0.9166666666666666,0.9166666666666666
Llama-3.3-70B,111,1.0,0.8541666666666666,0.32936507936507936,1.0
Llama-3.3-70B,112,1.0,1.0,0.2976190476190476,0.8541666666666666
Llama-3.3-70B,113,0.43809523809523804,0.1663359788359788,0.21825396825396823,0.15595238095238093
Llama-3.3-70B,114,0.35833333333333334,1.0,0.20992063492063487,0.20138888888888887
Llama-3.3-70B,115,1.0,1.0,0.3111111111111111,0.8571428571428571
Llama-3.3-70B,116,0.18280423280423277,0.18101851851851855,0.25416666666666665,0.2569444444444444
